source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
cataract_1	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_1_U_R.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_2	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_1_U_R_long.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_3	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_1_U_R_long2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_4	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_2_long1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_5	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_2_long2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_6	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_3_long1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_7	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_3_long2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_8	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_4_long.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_9	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	Cat_4_long2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
cataract_10	NT=Homo sapiens;AC=NCBITaxon:9606	NT=aqueous humor;AC=UBERON:0001796	not available	NT=senile cataract;AC=MONDO:0004847	cataract	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	200 ppm	1	1	New_Cat_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	cataract
