source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SC_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample2	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVminus_SC_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample3	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SB_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample4	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVminus_SB_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample5	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SC_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample6	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVminus_SA_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample7	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SB_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample8	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SB_F3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample9	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVminus_SB_F1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
Sample10	Escherichia coli	not available	not available	1	not available	Proteomics Assay	proteomic profiling by mass spectrometry	1	Zammit_etal_2025_UVplus_SC_F2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=orbitrap fusion lumos;AC=MS:1002732	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=HCD	20 ppm	4.5 ppm	NT=Carbamidomethylation of cysteine; NT=Oxidation of methionine
