source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
gill_1	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	not available	not available	gill	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	2020_01_06_Galway_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	gill
gill_2	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	not available	not available	gill	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	2020_01_06_Galway_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	gill
gill_3	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	not available	not available	gill	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	2020_01_06_Galway_03.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	gill
gill_4	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	not available	not available	gill	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	2020_01_06_Galway_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	gill
gill_5	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	not available	not available	gill	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	1	2020_01_06_Galway_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	gill
ASG_10_1	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	NT=epithelial cell;AC=CL:0000066	not available	ASG-10	1	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	2020_07_09_Orla_01.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ASG-10
ASG_10_2	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	NT=epithelial cell;AC=CL:0000066	not available	ASG-10	2	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	2020_07_09_Orla_02.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ASG-10
ASG_10_3	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	NT=epithelial cell;AC=CL:0000066	not available	ASG-10	3	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	2020_07_09_Orla_04.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ASG-10
ASG_10_4	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	NT=epithelial cell;AC=CL:0000066	not available	ASG-10	4	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	2020_07_09_Orla_05.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ASG-10
ASG_10_5	NT=Salmo salar;AC=NCBITaxon:8030	NT=gill;AC=UBERON:0002535	NT=epithelial cell;AC=CL:0000066	not available	ASG-10	5	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap;AC=MS:1000449	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	10 ppm	1	2	2020_07_09_Orla_06.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	ASG-10
