source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[disease]	characteristics[phenotype]	characteristics[biological replicate]	assay name	technology type	comment[proteomics data acquisition method]	comment[instrument]	comment[label]	comment[cleavage agent details]	comment[modification parameters]	comment[modification parameters]	comment[modification parameters]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[fraction identifier]	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[sdrf annotation tool]	comment[sdrf template]	factor value[phenotype]
whole_cell_lysate_1	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	1	run_1	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_1_1B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_2	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	2	run_2	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_1_2B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_3	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	3	run_3	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_1_3B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_4	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	4	run_4	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_2_1.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_5	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	5	run_5	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_2_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_6	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	6	run_6	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_2_3.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_7	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	7	run_7	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_3_1B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_8	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	8	run_8	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_3_2.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_9	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	9	run_9	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_3_2B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
whole_cell_lysate_10	NT=Mycobacterium tuberculosis h37rv;AC=NCBITaxon:83332	not available	not available	not available	whole_cell_lysate	10	run_10	proteomic profiling by mass spectrometry	NT=Data-dependent acquisition;AC=PRIDE:0000627	NT=LTQ Orbitrap Velos;AC=MS:1001742	NT=label free sample;AC=MS:1002038	NT=Trypsin;AC=MS:1001251	NT=Oxidation;AC=UNIMOD:35;TA=M;MT=Variable	NT=Acetyl;AC=UNIMOD:1;PP=Protein N-term;MT=Variable	NT=Carbamidomethyl;AC=UNIMOD:4;TA=C;MT=Fixed	40 ppm	400 ppm	1	1	Drew_WCL_3_3B.raw	v1.1.0	manual curation	NT=ms-proteomics;VV=v1.1.0	whole_cell_lysate
