source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Ecoli_Aggregate_1	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	1	LL_Lisolet_191031_31.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_2	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	2	LL_Lisolet_191031_26.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_3	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	3	LL_Lisolet_191031_25.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_4	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	4	LL_Lisolet_191031_28.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	4	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_5	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	5	LL_Lisolet_191031_07.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	5	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_6	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	6	LL_Lisolet_191031_43.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	6	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_7	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	7	LL_Lisolet_191031_37.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	7	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_8	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	8	LL_Lisolet_191031_27.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	8	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_9	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	9	LL_Lisolet_191031_29.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	9	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
Ecoli_Aggregate_10	Escherichia coli	protein aggregates	not available	1	not available	Proteomic Assay	proteomic profiling by mass spectrometry	10	LL_Lisolet_191031_36.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=q exactive hf;AC=MS:1002523	NT=trypsin;AC=MS:1001251	NT=label free sample;AC=MS:1002038	10	NT=collision-induced dissociation;AC=MS:1000133	10 ppm	0.02 Da	NT=oxidation of methionine (M) as variable modification;NT=carbamidomethylation of cysteine (C) as fixed modification
