source name	characteristics[organism]	characteristics[organism part]	characteristics[cell type]	characteristics[biological replicate]	characteristics[disease]	assay name	technology type	comment[technical replicate]	comment[data file]	comment[sdrf version]	comment[proteomics data acquisition method]	comment[instrument]	comment[cleavage agent details]	comment[label]	comment[fraction identifier]	comment[dissociation method]	comment[precursor mass tolerance]	comment[fragment mass tolerance]	comment[modification parameters]
Sample1	Escherichia coli	not available	not available	1	not available	Assay1	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_04_LysC_Try_1to10_Mixt_2_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample2	Escherichia coli	not available	not available	1	not available	Assay2	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_01_LysC_Try_1to10_Mixt_1_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample3	Escherichia coli	not available	not available	1	not available	Assay3	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_05_LysC_Try_1to10_Mixt_2_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample4	Escherichia coli	not available	not available	1	not available	Assay4	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_03_LysC_Try_1to10_Mixt_1_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample5	Escherichia coli	not available	not available	1	not available	Assay5	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_02_LysC_Try_1to10_Mixt_1_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample6	Escherichia coli	not available	not available	1	not available	Assay6	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_15_LysC_Try_1to10_Mixt_5_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample7	Escherichia coli	not available	not available	1	not available	Assay7	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_09_LysC_Try_1to10_Mixt_3_3.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	3	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample8	Escherichia coli	not available	not available	1	not available	Assay8	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_08_LysC_Try_1to10_Mixt_3_2.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	2	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample9	Escherichia coli	not available	not available	1	not available	Assay9	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_13_LysC_Try_1to10_Mixt_5_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
Sample10	Escherichia coli	not available	not available	1	not available	Assay10	proteomic profiling by mass spectrometry	1	121219_S_CCES_01_07_LysC_Try_1to10_Mixt_3_1.raw	v1.1.0	NT=data-dependent acquisition;AC=MS:1003221	NT=ltq orbitrap velos;AC=MS:1001742	NT=lys-c;AC=MS:1001309	NT=label free sample;AC=MS:1002038	1	NT=collision-induced dissociation;AC=MS:1000133	4.5 ppm	0.5 Da	NT=Oxidation of methionine; NT=protein N-terminal acetylation; NT=Carbamidomethylation on cysteines
